student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2111299422143,8.9,DSBS,Software Testing Methods,B+,good,Supply Chain Management Systems,A+,bad,User Experience Design,A+,bad,Game Development Principles,B,bad,Introduction to Graphic Novels,A,good,Introduction to Sociology,A,bad,Cybersecurity Basics,A+,bad,event marketing,financial planning,web analytics,Kubernetes,Laravel
RA2123145848424,7.32,DSBS,Software Development Lifecycle,C,good,Network Programming,B,good,Data Mining Techniques,C,good,Computer Network Design,F,good,Mobile App Development,C,good,Introduction to Environmental Literature,C,good,Introduction to Environmental Communication,F,good,problem solving,networking,negotiation,UI/UX Design,Ethical Hacking
RA2120395893666,5.4,CTECH,Data Privacy Regulations,C,good,Quantum Computing Concepts,B,good,Social Media Marketing,F,good,Quantum Computing Concepts,C,good,Financial Literacy,B,good,Introduction to Environmental Justice,F,good,Introduction to Photography,F,good,data visualization,event coordination,proofreading,MongoDB,Data Engineering
RA2112231071509,5.14,CTECH,Data Privacy Regulations,C,good,Strategic IT Planning,F,good,Big Data Processing,C,good,Health Informatics,C,good,Introduction to Geography,C,good,Introduction to Psychology,B,good,Introduction to Data Visualization,C,good,web analytics,market analysis,market research,Kubernetes,Continuous Deployment
RA2121037944087,5.64,CTECH,Cybersecurity Frameworks,B,good,IT Governance Frameworks,C,good,Software Testing Methods,F,good,Data Warehousing Design,C,good,Introduction to Psychology,C,good,Introduction to Geology,C,good,Introduction to Nutrition,C,good,survey design,financial planning,content strategy,Scala,Lean
RA2121171483054,7.42,CTECH,Information Security Governance,C,good,Mobile App Development,C,good,Software Configuration Management,C,good,E-commerce Platforms,F,good,Introduction to Archaeology,B,good,Introduction to Environmental Management,F,good,Fashion Design Workshop,B,good,media relations,negotiation,presentation skills,Firebase,Agile Methodologies
RA2110227457903,6.17,CINTEL,Ethical AI Practices,F,bad,Web Application Security,C,bad,Web Development Frameworks,C,bad,IT Service Delivery,C,bad,Public Speaking Mastery,B,bad,Digital Illustration Techniques,C,bad,Introduction to Environmental Geology,C,bad,web analytics,project coordination,content creation,C++,Django
RA2103304583802,9.95,DSBS,Data Privacy Regulations,A+,bad,IT Risk Assessment,A+,bad,Information Security Governance,O,good,Web Development Tools,O,bad,Digital Marketing Strategies,O,good,Creative Problem Solving,A+,bad,Introduction to Computer Science,A+,bad,financial planning,data entry,event production,SOAP,Smart Contracts
RA2100184474467,8.31,NWC,Cloud Migration Planning,B+,bad,Cloud Architecture Design,B,bad,Ethical AI Practices,A+,bad,Ethical Hacking Techniques,A,bad,Introduction to Marine Biology,B,bad,Introduction to Environmental Psychology,A+,bad,Introduction to Environmental Economics,B+,bad,market research,financial planning,proofreading,Vue.js,Behavior-Driven Development
RA2101138058229,7.07,CTECH,Machine Learning Algorithms,F,bad,Digital Communication Strategies,C,bad,Network Security Protocols,B,bad,IT Governance Compliance,C,bad,Entrepreneurship Bootcamp,F,bad,Travel Photography,C,bad,Graphic Design Principles,F,bad,time management,strategic planning,customer relationship management,Ruby,Bootstrap
RA2121359617150,7.21,DSBS,Computer Network Design,C,good,Data Privacy Regulations,F,good,Quantum Cryptography,C,good,Network Security Protocols,C,good,The Art of Storytelling,C,good,Introduction to Environmental Chemistry,F,good,Introduction to Environmental Law,C,good,email management,analytical thinking,budgeting,MongoDB,Natural Language Processing
RA2110199389938,8.18,CTECH,Web Development Tools,B+,good,Data Visualization Techniques,B,good,Web Development Frameworks,B,bad,Artificial Neural Networks,A+,good,Environmental Sustainability,A+,bad,Introduction to Anthropology,A+,bad,Introduction to Environmental Sociology,B+,bad,presentation skills,customer relationship management,accounting,GraphQL,Kotlin
RA2110336146499,5.51,CINTEL,Information Systems Audit,C,good,Web Development Frameworks,C,good,IT Infrastructure Management,F,good,Predictive Analytics Models,B,good,Introduction to Environmental Management,C,good,Introduction to Medicine,B,good,Introduction to Environmental Psychology,C,good,problem solving,financial planning,email management,Data Engineering,Microservices
RA2121370559599,7.53,DSBS,IT Risk Assessment,C,good,Cloud Security Solutions,B,good,Supply Chain Management Systems,B,good,Artificial Intelligence Ethics,B,good,Introduction to Film Studies,F,good,Yoga and Meditation,C,good,Introduction to Environmental Science,B,good,event planning,web development,financial planning,Network Security,PHP
RA2110151803079,9.87,NWC,Network Programming,O,bad,Machine Learning Algorithms,A,bad,Cloud Computing Security,O,bad,Cloud Computing Technologies,A+,good,Introduction to Environmental Anthropology,O,good,Exploring World Cuisines,A,bad,Artificial Intelligence Fundamentals,A+,bad,database management,critical thinking,networking,Cryptocurrency,Less
RA2113162457251,8.32,NWC,Supply Chain Management Systems,A+,bad,Cybersecurity Essentials,A,bad,Social Networking Platforms,A,bad,Mobile Security Protocols,A,bad,Introduction to Environmental Education,B,bad,Introduction to Psychology,A+,bad,Introduction to Environmental Geology,A+,bad,data visualization,event marketing,event planning,Big Data,C#
RA2103323594955,8.71,NWC,Digital Marketing Strategies,A,good,Cybersecurity Frameworks,A+,bad,IT Project Portfolio Management,B,good,Quantum Cryptography,B,bad,Introduction to Sociology,A+,bad,Fashion Design Workshop,A,bad,Digital Marketing Strategies,B,bad,event marketing,project management,data visualization,TypeScript,Jenkins
RA2110018855873,6.39,CINTEL,Web Development Frameworks,B,good,Cloud Computing Security,B,good,Ethical Hacking Techniques,B,good,Digital Advertising Campaigns,B,good,Introduction to Environmental Psychology,F,good,Introduction to Urban Planning,C,good,Introduction to Computer Science,B,good,proofreading,public speaking,graphic design,Firebase,Cybersecurity
RA2102115709681,9.52,CTECH,Software Quality Assurance,O,good,Digital Strategy Implementation,O,bad,Artificial Neural Networks,A+,bad,IT Project Portfolio Management,O,bad,Introduction to Environmental Linguistics,A+,bad,Introduction to Environmental Engineering,A+,good,Introduction to Criminal Justice,O,bad,critical thinking,SEO optimization,event planning,Network Security,Cloud Security
RA2120126924752,9.3,NWC,Social Media Management,A,bad,IoT Security Measures,A+,bad,Web Application Security,A+,bad,Social Media Analytics,O,good,Introduction to World Religions,A+,bad,Introduction to Environmental Health,O,bad,Public Speaking Mastery,A+,bad,proofreading,social media marketing,strategic planning,Ethical Hacking,Node.js
RA2111299171094,7.08,CTECH,Supply Chain Management Systems,F,bad,Digital Transformation Strategies,C,bad,Digital Strategy Implementation,B,bad,Digital Health Records,B,bad,Introduction to Environmental Engineering,F,bad,Introduction to Environmental Policy,B,bad,Mobile App Development,C,bad,data entry,time management,email marketing,Docker,Backbone.js
RA2122301601052,8.29,NWC,Cloud Security Solutions,B+,bad,Cyber Law and Ethics,B+,bad,Network Security Protocols,A+,good,Business Intelligence Tools,A+,bad,Introduction to Environmental Psychology,A+,bad,Mobile App Development,A,good,Public Speaking Mastery,B,bad,time management,client relations,client relations,Sass,Sass
RA2102089006331,7.94,NWC,IT Governance Compliance,B,good,Blockchain Implementation,F,good,Data Science Techniques,B,good,Strategic IT Planning,B,good,Introduction to Environmental Economics,B,good,Introduction to Environmental Computer Science,C,good,Introduction to Environmental Computer Science,C,good,customer service,sales,customer relationship management,Site Reliability Engineering,Machine Learning
RA2110171390908,6.82,NWC,Ethical Hacking Practices,C,good,Advanced Data Analysis,F,good,Predictive Analytics Models,C,good,Digital Advertising Campaigns,F,good,Introduction to Engineering,F,good,Introduction to Game Design,F,good,Travel Photography,B,good,event marketing,programming,web development,Lean,Git
RA2103115055506,7.02,CINTEL,Big Data Processing,F,bad,User Interface Design,C,bad,Digital Communication Strategies,B,bad,Social Media Marketing,F,bad,Introduction to Linguistics,C,bad,Introduction to Film Studies,F,bad,Yoga and Meditation,C,bad,event marketing,business development,social media management,Data Science,Web Development
RA2123397507166,7.54,CINTEL,User Interface Design,F,bad,Data Science Techniques,C,bad,Business Process Reengineering,F,bad,Big Data Analytics,C,bad,Introduction to Environmental Health,B,bad,Introduction to Environmental Engineering,C,bad,Digital Illustration Techniques,C,bad,customer relationship management,content creation,networking,Ethical Hacking,Swift
RA2101337798428,5.13,CTECH,Quantum Computing Concepts,F,bad,Machine Learning Applications,B,bad,IoT Security Measures,C,bad,Health Informatics,C,bad,Introduction to Photography,B,bad,Entrepreneurship Bootcamp,B,bad,Introduction to Political Science,B,bad,business development,branding,public speaking,HTML,Penetration Testing
RA2121091390501,7.71,CTECH,Blockchain Implementation,F,bad,Database Management Systems,F,bad,Agile Project Management,B,bad,Network Security Protocols,C,bad,Introduction to Bioinformatics,C,bad,Introduction to Economics,F,bad,Exploring World Cuisines,C,bad,content strategy,user experience design,media relations,MongoDB,Waterfall
RA2111276598754,8.04,CTECH,Digital Advertising Campaigns,A,good,Social Media Management,A,bad,Cyber Law and Ethics,A,good,Digital Strategy Implementation,A,bad,Introduction to Robotics,B,bad,Introduction to Criminal Justice,A,bad,Introduction to Environmental Planning,B,bad,client relations,research,event marketing,Spring Boot,Scala
RA2122103087329,9.93,CTECH,Robotic Automation Systems,A,bad,Ethical Hacking Practices,O,bad,Robotic Process Automation,A+,bad,Predictive Modeling Techniques,O,bad,Introduction to Environmental Literature,O,good,Travel Photography,O,good,Interior Design Basics,A,bad,market research,event marketing,content strategy,Firebase,CakePHP
RA2112203586568,5.08,NWC,Digital Content Strategy,B,good,Mobile Security Protocols,F,good,Digital Marketing Analytics,B,good,Digital Product Launch,F,good,Introduction to Environmental Communication,C,good,Graphic Design Principles,B,good,Introduction to Political Science,F,good,financial planning,web development,forecasting,Data Engineering,CakePHP
RA2120299959723,6.88,CTECH,Social Media Engagement,C,good,Social Media Engagement,C,good,Virtual Reality Applications,F,good,User Interface Design,B,good,Music Production Techniques,B,good,Introduction to World Religions,B,good,Introduction to Environmental Psychology,B,good,client relations,forecasting,database management,Cryptocurrency,Test-Driven Development
RA2123023031695,8.37,CTECH,Information Systems Audit,B+,bad,Web Development Tools,A,bad,Database Administration,A,bad,Quantum Cryptography,B+,bad,Personal Finance Management,A,bad,Introduction to Environmental Linguistics,A,bad,Introduction to Data Visualization,A+,bad,content management,client relations,budgeting,Vue.js,HTML
RA2110137724839,9.9,CINTEL,Artificial Intelligence Ethics,O,bad,IoT Device Management,A+,bad,Advanced Data Analysis,A,bad,Blockchain Implementation,A,bad,Introduction to Environmental Management,A+,bad,Public Speaking Mastery,O,bad,Introduction to Physics,A,good,branding,customer service,user experience design,IT Infrastructure,RESTful APIs
RA2121172536506,5.69,DSBS,Internet of Things,C,good,Network Programming,C,good,IT Risk Assessment,F,good,User Interface Design,F,good,Introduction to Environmental Literature,B,good,Introduction to Environmental Studies,F,good,Mobile App Development,C,good,user experience design,data visualization,financial analysis,PyTorch,Smart Contracts
RA2112336120689,8.89,DSBS,Machine Learning Algorithms,B,good,Quantum Computing Concepts,B+,good,Artificial Neural Networks,B,bad,Virtualization Technologies,B,bad,Introduction to Environmental Economics,A+,bad,Introduction to Medicine,B,bad,Introduction to Astronomy,B+,bad,project management,email marketing,critical thinking,System Administration,C++
RA2111162548710,9.68,CTECH,Cybersecurity Frameworks,O,bad,Network Security Protocols,O,bad,Digital Transformation Strategies,A+,bad,Risk Management Strategies,A,good,Introduction to Linguistics,A,bad,Introduction to Psychology,A+,bad,Artificial Intelligence Fundamentals,O,bad,financial planning,client relations,SEO optimization,Kubernetes,Machine Learning
RA2103210321701,7.01,CINTEL,Blockchain Implementation,B,good,IoT Device Management,F,good,Machine Learning Applications,F,good,Mobile App Testing,B,good,Introduction to Psychology,F,good,Health and Wellness,F,good,Introduction to Environmental Geology,F,good,forecasting,problem solving,negotiation,TensorFlow,Spark
RA2113169228460,9.91,NWC,Digital Advertising Campaigns,O,bad,Network Security Protocols,A,bad,Blockchain Applications,A,bad,Software Testing Methods,O,bad,Introduction to Political Science,A+,good,Culinary Arts,O,bad,Introduction to Chemistry,A+,bad,media relations,survey design,copywriting,RESTful APIs,Kotlin
